Input_pH,Input_pe,U_initial,Carbonate,NaCl,Ca,Hfo_s,Hfo_w,Output_pH,Output_pe,U_ads,U_diss,HFO_gL,Ads_%,Kd_L_g,logKd,U_surface_total,Hfo_sOUO2+,(Hfo_sO)2UO2,(Hfo_sO)2UO2CO3-2,Hfo_wOUO2+,(Hfo_wO)2UO2,(Hfo_wO)2UO2CO3-2,UO2+2,UO2OH+,UO2(OH)2,UO2CO3,UO2(CO3)2-2,UO2(CO3)3-4,UO2Cl+,CaUO2(CO3)3-2,Ca2UO2(CO3)3,SI_Na2U2O7,SI_UO2CO3,SI_beta_UO2OH2,Dominant_aq_species,Dominant_surface_species
5.0,15.8,7.196856730011529e-06,1e-05,0.001,0.01,5.623413251903491e-06,0.0002249365300761,5.0,15.601080808055311,4.4704200527513164e-06,2.7264363399982627e-06,0.0461119886656086,62.11628521253271,35.55814678798897,1.5509391184195749,4.4704200527513164e-06,3.308529611197285e-07,2.291127982113727e-06,6.812543315229664e-28,8.979039786483867e-08,1.758648711653022e-06,1.6536325995091267e-28,1.6150676825959443e-06,9.080299286105484e-07,1.1373903384056691e-08,2.626337832744161e-08,2.3158508263328177e-13,7.378541229142855e-20,2.0443947238289315e-09,9.529780603780808e-17,6.138966055774624e-17,-10.298263019782,-2.7585493458791053,-999.999,UO2+2,(Hfo_sO)2UO2
5.0,15.8,7.196856730011529e-06,1e-05,0.0039810717055349,0.0001,3.1622776601683795e-05,0.0012649110640673,5.0,15.601066247400526,7.132228125902983e-06,6.46281230218358e-08,0.2593067681338071,99.1019884578355,425.5884472277456,2.6289898303458767,7.132228125902983e-06,2.1185597530072158e-07,6.651144069436741e-06,1.9870723595690037e-27,1.2883521546834704e-08,2.563445596186855e-07,2.4218176058523613e-29,4.056533934907488e-08,2.280833960531064e-08,2.8682323546700915e-10,6.653567129273502e-10,5.8720503092449816e-15,1.8797803045438063e-21,2.2181483361874808e-10,3.1391453848662354e-20,2.6248099707691395e-22,-12.236712748781166,-4.356527559403997,-999.999,UO2+2,(Hfo_sO)2UO2
5.0,15.8,7.196856730011529e-06,2.6826957952797277e-05,0.001,1e-05,0.001,0.04,5.0,15.601043973568784,7.196123687979156e-06,7.325527177600368e-10,8.2,99.98981441398831,1197.9698364822966,3.078445883149944,7.196123687979156e-06,1.2898338520343773e-07,6.9718601269855e-06,5.5935111773558225e-27,4.557711724078784e-09,9.072246406613981e-08,2.3017104111297766e-29,4.5361656985627525e-10,2.550774197819549e-10,3.210355150565732e-12,1.9995060119365688e-11,4.735442851043638e-16,4.070956338400742e-22,6.403016968180633e-13,7.732721921970584e-22,7.359804871343083e-25,-17.309945308205215,-5.878975245004428,-999.999,UO2+2,(Hfo_sO)2UO2
5.0,15.8,7.196856730011529e-06,2.6826957952797277e-05,0.001,0.01,0.001,0.04,5.0,15.60108084401523,7.19612397014258e-06,7.322708318339091e-10,8.2,99.98981833463638,1198.431039130718,3.0786130486436307,7.19612397014258e-06,1.2898339032981866e-07,6.971860400182468e-06,5.575983269336632e-27,4.557711907768967e-09,9.072246772252467e-08,2.2944977404558405e-29,4.53616588121052e-10,2.5503412293856274e-10,3.1945387589064987e-12,1.9840938591132228e-11,4.705811066341283e-16,4.032805402126769e-22,5.716458193481974e-13,5.208852048134848e-19,3.3556548412430155e-19,-17.401253389691252,-5.880338292794942,-999.999,UO2+2,(Hfo_sO)2UO2
5.0,15.8,7.196856730011529e-06,7.196856730011514e-05,0.0630957344480193,0.0,1e-06,4e-05,5.0,15.601501562394809,1.101591844813805e-06,6.0952647956816415e-06,0.0081999999999999,15.306569050069728,22.04013662784749,1.343214282400089,1.101591844813805e-06,8.159501362993547e-08,4.130362435400672e-07,8.857821659464061e-28,2.9875786821640634e-08,5.770848008221615e-07,3.913617757437356e-28,3.064143399582554e-06,1.719400360543819e-06,2.128999560371077e-08,3.559413856877516e-07,2.2855284186600192e-11,5.252008201208509e-17,2.2579643730741615e-07,0.0,0.0,-6.214687784016725,-1.6223521440799011,-999.999,UO2+2,(Hfo_wO)2UO2
5.0,15.8,7.196856730011529e-06,7.196856730011514e-05,0.0630957344480193,0.001,0.001,0.04,5.0,15.601505164565513,7.196058596201099e-06,7.976588205689305e-10,8.2,99.988909966665,1100.1797997570102,3.041463666668463,7.196058596201099e-06,1.289822025887489e-07,6.971797103710967e-06,1.5026798486894188e-26,4.557669347542654e-09,9.072162055384053e-08,6.183473761100626e-29,4.5361235131316227e-10,2.545338780385301e-10,3.1502193325999625e-12,5.2934774723374623e-11,3.417655762884953e-15,7.893144253022816e-21,3.332415976200638e-11,7.736907678627528e-19,3.74471925918747e-20,-13.875997996647868,-5.44979340578584,-999.999,UO2+2,(Hfo_sO)2UO2
5.0,15.8,7.196856730011529e-06,7.196856730011514e-05,0.2511886431509579,0.01,3.1622776601683795e-05,0.0012649110640673,5.0,15.602916964813527,7.118824740592559e-06,7.803157022774906e-08,0.2593067681338071,98.91574902285367,351.8228986557025,2.546324102421546,7.118824740592559e-06,2.112092710191307e-07,6.639560775763416e-06,1.465031661494418e-26,1.2827348660736982e-08,2.552273451492754e-07,1.7808808459594583e-28,4.038839864779922e-08,2.251613048419229e-08,2.6434520600277267e-10,4.606858293058084e-09,3.18912802579098e-13,7.540143549046715e-19,1.0091066794153022e-08,4.906159466011951e-16,1.5050269109487323e-16,-8.89885962050737,-3.4900357058224367,-999.999,UO2+2,(Hfo_sO)2UO2
5.0,15.8,7.196856730011529e-06,0.0001930697728883,0.0158489319246111,0.0,3.1622776601683795e-05,0.0012649110640673,5.0,15.601154098080364,7.119799811088592e-06,7.70564059899911e-08,0.2593067681338071,98.92929758346304,356.32408712235053,2.5518451811799263,7.119799811088592e-06,2.1125627255313586e-07,6.640403636094488e-06,3.827723251188282e-26,1.2831427797192307e-08,2.55308474643775e-07,4.653838225163787e-28,4.0401248124700043e-08,2.2706889058600417e-08,2.8466775477492497e-10,1.2751421907606741e-08,2.1771426474352e-12,1.3447233208825884e-17,8.297017695542147e-10,0.0,0.0,-11.090338329833669,-3.072859166384857,-999.999,UO2+2,(Hfo_sO)2UO2
5.0,15.8,7.196856730011529e-06,0.0001930697728883,0.0158489319246111,0.001,0.0001778279410038,0.0071131176401556,5.0,15.60115777378383,7.191309983038431e-06,5.546230301783463e-09,1.4581891162319167,99.92292820072451,889.1934560150211,2.948996257865208,7.191309983038431e-06,1.3752779460249933e-07,6.945047515840523e-06,4.002973446463117e-26,5.201430157610346e-09,1.0353324243779825e-07,1.8870669272201613e-28,2.911224996409987e-09,1.6361807400272019e-09,2.0502438499992364e-11,9.183368181386673e-10,1.5685224795508032e-13,9.68719930652736e-19,5.935845858060897e-11,1.286853191971764e-16,8.532543484402509e-18,-13.380520831553875,-4.215216740607247,-999.999,UO2+2,(Hfo_sO)2UO2
5.0,15.8,7.196856730011529e-06,0.0001930697728883,0.2511886431509579,0.0,5.623413251903491e-06,0.0002249365300761,5.0,15.60288136657429,4.161879118006473e-06,3.034977330886984e-06,0.0461119886656086,57.829122825956354,29.73857525087786,1.4733201580156683,4.161879118006473e-06,3.0432708735259244e-07,2.2759866969454145e-06,1.341957291526659e-26,7.665509805800486e-08,1.5049102356504605e-06,2.805947694908792e-27,1.3755662793572594e-06,7.669902443204386e-07,9.046263043779336e-09,4.211352058884138e-07,7.755672668543254e-11,4.899913872224359e-16,3.469417608024082e-07,0.0,0.0,-5.82906090134788,-1.5309495039037753,-999.999,UO2+2,(Hfo_sO)2UO2
5.0,15.8,7.196856730011529e-06,0.0005179474679231,0.001,0.001,1e-06,4e-05,5.0,15.60104948894822,9.671113852789268e-07,6.229745260381397e-06,0.0081999999999999,13.437969124020308,18.93181950615955,1.27719235530089,9.671113852789268e-07,7.224571188555624e-08,4.11882212977231e-07,6.3489609237588516e-27,2.36334655268774e-08,4.593499948892624e-07,2.23909918832111e-27,2.408913034886286e-06,1.3545442464726424e-06,1.7039750638898776e-08,2.039147790305077e-06,9.282829097981875e-10,1.5332394023865498e-14,3.347861073092311e-09,2.6574904905700805e-12,2.3069141425750213e-13,-9.880546006821302,-0.8702492617144175,-999.999,UO2+2,(Hfo_wO)2UO2
5.0,15.8,7.196856730011529e-06,0.0005179474679231,0.0158489319246111,0.0,1e-06,4e-05,5.0,15.601155341416932,9.64513223241285e-07,6.232343422803148e-06,0.0081999999999999,13.40186777957076,18.873087670289,1.2758429573176029,9.64513223241285e-07,7.20565275695685e-08,4.118450023077125e-07,6.344223535376204e-27,2.3514761494234595e-08,4.5709693186976966e-07,2.2266552586493963e-27,2.396529990199321e-06,1.3469244529816298e-06,1.6885724356597302e-08,2.0213598417902544e-06,9.223000264344447e-10,1.5223583637702662e-14,4.923854672562448e-08,0.0,0.0,-7.5440326438384435,-0.8727724553938669,-999.999,UO2+2,(Hfo_wO)2UO2
5.0,15.8,7.196856730011529e-06,0.0013894954943731,0.0158489319246111,1e-05,0.001,0.04,5.0,15.60115856544522,7.195103540121611e-06,1.752514481703112e-09,8.2,99.97563950547178,500.68154094888047,2.699561580190962,7.195103540121611e-06,1.289648508636723e-07,6.970872397316594e-06,2.891986598604944e-25,4.557047589484706e-09,9.070924435186e-08,1.1900376240970872e-27,4.535504817797053e-10,2.5490570408408777e-10,3.1955557850286297e-12,1.030262052988562e-09,1.2660297724779185e-12,5.627986693888923e-17,9.315116605822448e-12,7.639469437987882e-17,5.1782887286097303e-20,-14.990093210579555,-4.165465224272868,-999.999,UO2CO3,(Hfo_sO)2UO2
5.0,15.8,7.196856730011529e-06,0.0037275937203149,0.2511886431509579,0.0,0.001,0.04,5.0,15.602894403347936,7.1933359017006605e-06,3.520089682591784e-09,8.2,99.95107824925589,249.20844770277463,2.396562760011677,7.1933359017006605e-06,1.2893273600643732e-07,6.969160930519739e-06,7.950519672230864e-25,4.5558968328594295e-09,9.068633834162447e-08,3.271575068223987e-27,4.534359535703966e-10,2.5281229925858337e-10,2.981557812553927e-12,2.68592429174383e-09,9.570750603026652e-12,1.169933084781972e-15,1.1436190961440288e-10,0.0,0.0,-12.793210705212688,-3.726269023801676,-999.999,UO2CO3,(Hfo_sO)2UO2
5.0,15.8,7.196856730011529e-06,0.01,0.0158489319246111,0.0,1e-06,4e-05,5.0,15.601190331011642,4.667687347612318e-07,6.73008794150863e-06,0.0081999999999999,6.485730538649809,8.457989988989146,0.9272671667733616,4.667687347612318e-07,2.663864355818933e-08,3.625549643463698e-07,1.0816947574893358e-25,3.7242012855154752e-09,7.385092557115721e-08,6.967657771418539e-27,3.720663252401536e-07,2.090791640821286e-07,2.620574543523662e-09,6.0778028205974845e-06,5.3713333058473486e-08,1.717168729199062e-11,7.639178881800268e-09,0.0,0.0,-9.163153083633553,-0.3946487663515636,-999.999,UO2CO3,(Hfo_sO)2UO2
5.0,15.8,7.196856730011529e-06,0.01,0.0158489319246111,0.0,5.623413251903491e-06,0.0002249365300761,5.0,15.601190329626316,2.380769641297244e-06,4.816086809157449e-06,0.0461119886656086,33.08068689722868,10.720356236090732,1.0302092171476012,2.380769641297244e-06,1.2375393156536884e-07,1.9441389734639373e-06,5.801422878488586e-25,1.5005134675483838e-08,2.978716015924544e-07,2.810841243585088e-26,2.662935974573582e-07,1.4964117775525049e-07,1.8755857218055203e-09,4.350742186459131e-06,3.8456978401962315e-08,1.2296524378963631e-11,5.4674092357929745e-09,0.0,0.0,-9.453671440162172,-0.5398320584511769,-999.999,UO2CO3,(Hfo_sO)2UO2
5.0,15.8,7.196856730011529e-06,0.01,0.0630957344480193,0.0001,5.623413251903491e-06,0.0002249365300761,5.0,15.60153854614572,2.3832352482223604e-06,4.813621204788968e-06,0.0461119886656086,33.11494639436212,10.736955409503324,1.0308811494916297,2.3832352482223604e-06,1.2401088088783553e-07,1.9452290632180954e-06,5.8220967265470605e-25,1.5058919177833095e-08,2.989363849385965e-07,2.8293550201220243e-26,2.6725070300054096e-07,1.4993838067081325e-07,1.856072524038781e-09,4.332271730530179e-06,3.882721046198808e-08,1.245216470801019e-11,1.9682038831454648e-08,1.2250176106357492e-10,5.952891587290746e-13,-8.334507923586076,-0.5369724769488275,-999.999,UO2CO3,(Hfo_sO)2UO2
5.0,15.8,3.727593720314938e-05,1e-05,0.001,0.0,0.001,0.04,5.0,15.601043769473325,3.727170975169194e-05,4.204051503852222e-09,8.2,99.98865903375038,1081.1785853143017,3.033897435128857,3.727170975169194e-05,7.08286538082878e-07,3.600714261337665e-05,1.0768630244150038e-26,2.661016216485704e-08,5.296704380675606e-07,5.0093057594531004e-29,2.648497657918065e-09,1.4893031444174982e-09,1.874424860826232e-11,4.351838956941836e-11,3.841874781910016e-16,1.2311614603584957e-22,3.633134577129094e-12,0.0,0.0,-15.776809324779762,-5.5412286004829845,-999.999,UO2+2,(Hfo_sO)2UO2
5.0,15.8,3.727593720314938e-05,1e-05,0.0630957344480193,0.01,5.623413251903491e-06,0.0002249365300761,5.0,15.601537920207408,1.2062201419601e-05,2.521372648209972e-05,0.0461119886656086,32.35921703018076,10.37470332631622,1.01597568653247,1.2062201419601e-05,7.754865327610904e-07,2.27360009809835e-06,6.7177172682699185e-28,4.657609330636188e-07,8.54735385567794e-06,7.986184258647386e-28,8.941380028323888e-06,5.016487859055166e-06,6.182287846722802e-08,1.4245130776463412e-07,1.2659595758351494e-12,4.007997854509949e-19,6.41297663352091e-07,3.688906250469795e-16,1.6696367709167707e-16,-5.303271514728738,-2.01808780404434,-999.999,UO2+2,(Hfo_wO)2UO2
5.0,15.8,3.727593720314938e-05,7.196856730011514e-05,0.2511886431509579,0.0,5.623413251903491e-06,0.0002249365300761,5.0,15.602880959875192,1.1714364315715376e-05,2.556156441239462e-05,0.0461119886656086,31.426075894144518,9.93842224201038,0.9973174441583178,1.1714364315715376e-05,7.593169879695357e-07,2.2781740450373404e-06,4.950734057922951e-27,4.4704881528616993e-07,8.22982446742233e-06,5.6555294767744e-27,8.555185605612304e-06,4.770221752269661e-06,5.6262257784562637e-08,9.65342861434133e-07,6.552315968371344e-11,1.5257294527260952e-16,2.1577005284863946e-06,0.0,0.0,-4.241562824337208,-1.170687865990396,-999.999,UO2+2,(Hfo_wO)2UO2
5.0,15.8,3.727593720314938e-05,7.196856730011514e-05,0.2511886431509579,1e-05,1e-06,4e-05,5.0,15.602881042709864,2.3615774357146925e-06,3.491435798416247e-05,0.0081999999999999,6.335393857019287,8.248676615750117,0.9163842776918582,2.3615774357146925e-06,1.4770374697430006e-07,4.0136541437806557e-07,8.697922182876782e-28,9.465521396223449e-08,1.7178530604000925e-06,1.1772307135289084e-27,1.0332682956305951e-05,5.761320965720479e-06,6.795126466263291e-08,1.1626665598959167e-06,7.869809981470127e-11,1.8274260755232106e-16,2.606040331276828e-06,1.212649177665112e-16,3.8106322809922184e-20,-4.077604523727356,-1.0899113248893704,-999.999,UO2+2,(Hfo_wO)2UO2
5.0,15.8,3.727593720314938e-05,0.0001930697728883,0.0158489319246111,0.0001,5.623413251903491e-06,0.0002249365300761,5.0,15.601154531147849,1.1710756069735192e-05,2.5565172251322066e-05,0.0461119886656086,31.41639606782514,9.933958909865751,0.9971223592775385,1.1710756069735192e-05,7.591481525084857e-07,2.278221037418886e-06,1.2951891069237936e-26,4.468553775880108e-07,8.22653150221981e-06,1.4789520387361864e-26,8.551205213450545e-06,4.806061442826067e-06,6.024857115900225e-08,2.661706083909753e-06,4.4823109292288577e-10,2.7304819169485067e-15,1.7547252067231187e-07,3.7001621619220626e-14,2.5037885778762327e-16,-6.4397178839508165,-0.7532353458740388,-999.999,UO2+2,(Hfo_wO)2UO2
5.0,15.8,3.727593720314938e-05,0.0001930697728883,0.2511886431509579,0.0001,3.1622776601683795e-05,0.0012649110640673,5.0,15.602881645272678,3.143717287136401e-05,5.838745537203479e-06,0.2593067681338071,84.33637147749013,20.763955168218533,1.3173100825157924,3.143717287136401e-05,2.3461707890002705e-06,1.3035861836534348e-05,7.672120120267925e-26,7.865374276809674e-07,1.526860281814843e-05,2.841678509846707e-26,2.5383395761679034e-06,1.4153292517990576e-06,1.6692365497444075e-08,7.756718080914491e-07,1.4259392093051606e-10,8.992421515397802e-16,6.400908525719558e-07,5.966224158882717e-15,1.8744554274612165e-17,-5.296976086135871,-1.2656746339419025,-999.999,UO2+2,(Hfo_wO)2UO2
5.0,15.8,3.727593720314938e-05,0.0001930697728883,1.0,0.01,1e-06,4e-05,5.0,15.608373052398642,2.1938434761975325e-06,3.5082092382934866e-05,0.0081999999999999,5.88541466909698,7.626166775368966,0.8823062985550761,2.1938434761975325e-06,1.401485146556217e-07,4.036578526889529e-07,2.583159420297026e-27,8.546907783615471e-08,1.5645680310168032e-06,3.1661556120900302e-27,9.249827060600564e-06,5.028732802980408e-06,4.903190902826591e-08,2.605953798945143e-06,6.143406049278134e-10,4.212568976068631e-15,7.879652374405478e-06,1.882606772524163e-12,3.37806112056346e-13,-3.1103810303351835,-0.6677285829749415,-999.999,UO2+2,(Hfo_wO)2UO2
5.0,15.8,3.727593720314938e-05,0.0005179474679231,0.0630957344480193,1e-05,0.001,0.04,5.0,15.601503106330842,3.726934098525517e-05,6.574688830163954e-09,8.2,99.98230435399044,691.2937936645077,2.8396626578670183,3.726934098525517e-05,7.082381736113956e-07,3.6004862960348494e-05,5.584582575653664e-25,2.660821285389256e-08,5.296316384413871e-07,2.5977866175184345e-27,2.648303505671231e-09,1.4860471698132984e-09,1.840040533981069e-11,2.224985913509168e-09,1.033301035929597e-12,1.7173405295542113e-17,1.9505159401145148e-10,1.6963451312989893e-17,8.277552987723953e-21,-12.341401100891758,-3.826402689894671,-999.999,UO2+2,(Hfo_sO)2UO2
5.0,15.8,3.727593720314938e-05,0.0013894954943731,0.0630957344480193,0.0,5.623413251903491e-06,0.0002249365300761,5.0,15.60150643143134,9.452290996996827e-06,2.7823640183846463e-05,0.0461119886656086,25.35762131340381,7.367315736261626,0.8673092825300347,9.452290996996827e-06,6.481720828817419e-07,2.3052212286751605e-06,9.496938984087574e-26,3.2848910761944773e-07,6.170408577820477e-06,8.038684048246599e-26,6.160814149166427e-06,3.456975463820595e-06,4.280370483826948e-08,1.3747889077374584e-05,1.6958216781474597e-08,7.486024085914863e-13,4.5393534628179437e-07,0.0,0.0,-5.608147122859691,-0.035490854765027,-999.999,UO2CO3,(Hfo_wO)2UO2
5.0,15.8,3.727593720314938e-05,0.0013894954943731,1.0,0.0,0.001,0.04,5.0,15.608342778676882,3.726403831060519e-05,1.1882618110679845e-08,8.2,99.96807889100322,382.4405424460336,2.5825639255164208,3.726403831060519e-05,7.081299059882167e-07,3.599975977276728e-05,1.677498246645783e-24,2.6603849180195658e-08,5.295447826694975e-07,7.803063941273112e-27,2.647868806125695e-09,1.4397329965182672e-09,1.4098214660958588e-11,5.454508230966709e-09,9.32441099278822e-12,4.65568812254867e-16,2.260394499181294e-09,0.0,0.0,-10.196584224782889,-3.34874106448635,-999.999,UO2CO3,(Hfo_sO)2UO2
5.0,15.8,0.0001930697728883,1e-05,0.001,0.01,3.1622776601683795e-05,0.0012649110640673,5.0,15.601080834144314,0.0001040558045656,8.901344059319491e-05,0.2593067681338071,53.89544049747409,4.508134567641368,0.6539968712409355,0.0001040558045656,5.896573524729753e-06,1.2263260281958986e-05,3.557172143115564e-27,4.69995921342587e-06,8.119601154552093e-05,7.447896506593803e-27,1.7043731413435296e-05,9.58239492127323e-06,1.20027167512366e-07,2.703707627362785e-07,2.325747457143165e-12,7.228721471506271e-19,2.0707658681919547e-08,9.332904684953564e-16,6.009914279285333e-16,-8.25160500596681,-1.7459363817643156,-999.999,UO2+2,(Hfo_wO)2UO2
5.0,15.8,0.0001930697728883,1e-05,0.0158489319246111,0.0001,1e-06,4e-05,5.0,15.601154150362277,4.018345151319612e-06,0.000189051406858,0.0081999999999999,2.0812916963671446,2.592110261270579,0.4136534712891803,4.018345151319612e-06,2.146866009769159e-07,3.766559151386176e-07,1.0834126938263268e-28,1.9480996146965293e-07,3.232192673734425e-06,2.939993492298277e-28,2.326136196684044e-05,1.3073681207352478e-05,1.6388845076560736e-07,3.663295686172863e-07,3.121284778603177e-12,9.620165025283029e-19,4.773903155501389e-07,1.3025523808936545e-17,8.806342652217395e-20,-5.570714073852408,-1.6145157330945006,-999.999,UO2+2,(Hfo_wO)2UO2
5.0,15.8,0.0001930697728883,1e-05,0.0630957344480193,0.0001,0.001,0.04,5.0,15.601501214480368,0.0001930210424003,4.7851616220383084e-08,8.2,99.97476016711953,491.9196752690981,2.6918941933459,0.0001930210424003,5.250265941266782e-06,0.0001817173204962,5.44154885514189e-26,2.896462778926187e-07,5.763809684935268e-06,5.458029024246256e-28,2.883621543403444e-08,1.6181056885180954e-08,2.0035194039172388e-10,4.67716310155174e-10,4.193635482538931e-15,1.345602813692442e-21,2.1202674195487794e-09,1.328705346693878e-20,6.481246267788207e-23,-10.267549955506212,-4.503735530169603,-999.999,UO2+2,(Hfo_sO)2UO2
5.0,15.8,0.0001930697728883,1e-05,0.2511886431509579,1e-05,3.1622776601683795e-05,0.0012649110640673,5.0,15.602880735104463,0.0001035485043493,8.952075431886251e-05,0.2593067681338071,53.63268563498711,4.460733163585914,0.6494062449748117,0.0001035485043493,5.87640849159582e-06,1.227091019937355e-05,3.6573135780969036e-27,4.669032031087831e-06,8.073215362732168e-05,7.609076640336376e-27,1.691680481308179e-05,9.432524032598616e-06,1.1125088269002765e-07,2.618000480968984e-07,2.437188831925819e-12,7.783494087163199e-19,4.265798209042076e-06,5.165053669998419e-19,1.6230841641963171e-22,-3.649390651636093,-1.7373962411051762,-999.999,UO2+2,(Hfo_wO)2UO2
5.0,15.8,0.0001930697728883,2.6826957952797277e-05,0.001,0.0001,0.0001778279410038,0.0071131176401556,5.0,15.6010439795184,0.0001878842793596,5.184614948041062e-06,1.4581891162319167,97.3141867568839,24.851927805345888,1.395360083320868,0.0001878842793596,1.3969175302980194e-05,7.340657256690602e-05,5.861433263531466e-26,4.937381612689749e-06,9.557114987706015e-05,2.413213182590353e-26,2.841702234029275e-06,1.5979443917011025e-06,2.0110769237059392e-08,1.246612203868377e-07,2.938436596113145e-12,2.5141153632728565e-18,3.625278413481874e-09,4.733991222098631e-17,4.466358940751749e-19,-9.718133900909622,-2.084152553550504,-999.999,UO2+2,(Hfo_wO)2UO2
5.0,15.8,0.0001930697728883,2.6826957952797277e-05,0.0039810717055349,0.0,1e-06,4e-05,5.0,15.60106630516527,4.015414363591914e-06,0.0001890543376556,0.0081999999999999,2.079773702284563,2.5901795460458974,0.4133298695462531,4.015414363591914e-06,2.1457518169545595e-07,3.767013837837055e-07,2.9086297564936154e-28,1.9461662851222626e-07,3.2295211696005262e-06,7.885502303994831e-28,2.3234418819858455e-05,1.3063822033947365e-05,1.6428583130523024e-07,9.84950609471343e-07,2.2465405817675003e-11,1.8586837216789465e-17,1.2742005830831876e-07,0.0,0.0,-6.7201427538869485,-1.1861769591206528,-999.999,UO2+2,(Hfo_wO)2UO2
5.0,15.8,0.0001930697728883,0.0001930697728883,0.0158489319246111,0.0,0.001,0.04,5.0,15.601153679623446,0.0001930139252875,5.4974289296471024e-08,8.2,99.97107387659445,428.1689472093769,2.6316151670578147,0.0001930139252875,5.249973735320608e-06,0.0001817109571575,1.0474474150282023e-24,2.896241865251039e-07,5.763370208171593e-06,1.0505763755231056e-26,2.8834014610825964e-08,1.6205737767591185e-08,2.031682958289387e-10,9.10080198704978e-09,1.553843733870818e-12,9.597507364842109e-18,5.880298418617724e-10,0.0,0.0,-11.383142893860688,-3.219343772524425,-999.999,UO2+2,(Hfo_sO)2UO2
5.0,15.8,0.0001930697728883,0.0001930697728883,0.0158489319246111,0.001,1e-06,4e-05,5.0,15.601158125570295,3.983254002563488e-06,0.0001890864983402,0.0081999999999999,2.063116324722397,2.5689971917788745,0.409763629530805,3.983254002563488e-06,2.1335161383533695e-07,3.772000303138951e-07,2.0955596186842875e-27,1.9249916310145434e-07,3.2002031953128018e-06,5.6221943783592474e-27,2.2939830054389817e-05,1.289273324969556e-05,1.615504581734739e-07,6.974721871021764e-06,1.1482773551242963e-09,6.835575780889437e-15,4.677825149499534e-07,9.070240243292696e-13,6.007183164380642e-14,-5.58777008089757,-0.3346815017567959,-999.999,UO2+2,(Hfo_wO)2UO2
5.0,15.8,0.0001930697728883,0.0001930697728883,0.0630957344480193,0.0001,5.623413251903491e-06,0.0002249365300761,5.0,15.601502624673529,2.183021682126067e-05,0.0001712394442448,0.0461119886656086,11.306905526784693,2.7646514576895425,0.4416403871620832,2.183021682126067e-05,1.178040217326381e-06,2.1299569805262173e-06,1.1890290030810642e-26,1.0452910982031349e-06,1.7476928525204936e-05,3.0852241794772064e-26,2.2025189732518755e-05,1.2359060582184876e-05,1.5302194749944546e-07,6.65953238905816e-06,1.113173581179492e-09,6.658624232496423e-15,1.6221273226991074e-06,6.570435622248066e-14,3.202626425835826e-16,-4.501773263205131,-0.3502587255076834,-999.999,UO2+2,(Hfo_wO)2UO2
5.0,15.8,0.0001930697728883,0.0001930697728883,0.0630957344480193,0.01,3.1622776601683795e-05,0.0012649110640673,5.0,15.601538567575249,0.0001026728414232,9.039641854737552e-05,0.2593067681338071,53.1791382396446,4.380165340621245,0.6414905043771961,0.0001026728414232,5.841538422031792e-06,1.228409926012023e-05,6.92191750048506e-26,4.615772231968512e-06,7.993143150912966e-05,1.4242974366455116e-25,1.6698686684725963e-05,9.368633143475867e-06,1.1545756736550037e-07,5.073616891879488e-06,8.599011300892462e-10,5.191963389950849e-15,1.1969369183079187e-06,4.778132408924523e-12,2.162404777568371e-12,-4.760742023776132,-0.466434582060069,-999.999,UO2+2,(Hfo_wO)2UO2
5.0,15.8,0.0001930697728883,0.0013894954943731,0.001,0.001,3.1622776601683795e-05,0.0012649110640673,5.0,15.601052696219051,9.4935544401404e-05,9.81337809332145e-05,0.2593067681338071,49.171624838610256,3.730752691433899,0.5717964609664808,9.4935544401404e-05,5.529678185589331e-06,1.2399796428136317e-05,5.025265472159706e-25,4.1519269292236165e-06,7.285414285845475e-05,9.336813997642395e-25,1.4823684736932845e-05,8.335311408494456e-06,1.0485306237361866e-07,3.29909068695973e-05,3.948617612318788e-08,1.7147054666810533e-12,1.9825859855303033e-08,2.9666822398155706e-10,2.5706690012215897e-11,-8.302673837271756,0.3387006241726498,-999.999,UO2CO3,(Hfo_wO)2UO2
5.0,15.8,0.0001930697728883,0.0037275937203149,0.2511886431509579,0.0001,0.001,0.04,5.0,15.60289446249665,0.0001928456265317,2.234628501181725e-07,8.2,99.88390396216349,105.24236722436176,2.0221906081414818,0.0001928456265317,5.243066123323029e-06,0.0001815604738839,2.071190369746654e-23,2.8910211916714085e-07,5.752984405262507e-06,2.075352666177957e-25,2.8781995701842223e-08,1.6047339147478276e-08,1.8924857937658835e-10,1.7047750639433156e-07,6.074608941012458e-10,7.425351816606439e-14,7.256219711230391e-09,4.922930264872128e-13,1.5455312898275093e-15,-9.188041155932218,-1.9236803854872964,-999.999,UO2CO3,(Hfo_sO)2UO2
5.0,15.8,0.0001930697728883,0.01,0.001,0.01,0.0001778279410038,0.0071131176401556,5.0,15.601117551545324,0.0001566254180249,3.64438301669372e-05,1.4581891162319167,81.1237386784469,2.947300220748563,0.4694243766281968,0.0001566254180249,1.169321048680926e-05,7.294931888563679e-05,2.1672038715470357e-23,3.509254231807212e-06,6.84736344207424e-05,6.43282750975015e-24,2.003629780267091e-06,1.1262982961912478e-06,1.4104939426038152e-08,3.2552013262347224e-05,2.867969517858036e-07,9.129627489994463e-11,2.5127130427758572e-09,1.1735285147927164e-07,7.523433471250772e-08,-10.112067348304745,0.3346960045926721,-999.999,UO2CO3,(Hfo_sO)2UO2
